id	trait	prot_name
ST3GAL6.6947.4.3	Q9Y274	ST3GAL6
ST6GAL1.6035.2.3	P15907	ST6GAL1
ST6GALNAC1.7867.154.3	Q9NSC7	ST6GALNAC1
ST6GALNAC2.7823.22.3	Q9UJ37	ST6GALNAC2
ST6GALNAC3.10626.116.3	Q8NDV1	ST6GALNAC3
ST6GALNAC3.10705.14.3	Q8NDV1	ST6GALNAC3
ST6GALNAC5.7927.16.3	Q9BVH7	ST6GALNAC5
ST6GALNAC6.7228.2.3	Q969X2	ST6GALNAC6
ST8SIA2.7920.30.3	Q92186	ST8SIA2
ST8SIA3.6929.10.3	O43173	ST8SIA3
ST8SIA4.7038.45.3	Q92187	ST8SIA4
ST8SIA6.6930.95.3	P61647	ST8SIA6
STAB1.14599.18.3	Q9NY15	STAB1
STAB2.3399.31.2	Q8WWQ8	STAB2
STAMBPL1.12401.3.3	Q96FJ0	STAMBPL1
STAP1.12510.3.3	Q9ULZ2	STAP1
STAR.10085.25.3	P49675	STAR
STAT1.10370.21.3	P42224	STAT1
STAT1.12351.25.3	P42224	STAT1
STAT3.10346.5.3	P40763	STAT3
STAT6.10372.18.3	P42226	STAT6
STAU1.12471.47.3	O95793	STAU1
STAU2.12970.35.3	Q9NUL3	STAU2
STC1.4930.21.1	P52823	STC1
STC2.6231.46.3	O76061	STC2
STIM1.9271.101.3	Q13586	STIM1
STIP1.5489.18.3	P31948	STIP1
STK16.3471.49.1	O75716	STK16
STK17B.5249.31.3	O94768	STK17B
STMN2.10900.272.3	Q93045	STMN2
STMN3.8019.73.3	Q9NZ72	STMN3
STMN4.6267.51.3	Q9H169	STMN4
STOM.8261.51.3	P27105	STOM
STX10.12842.43.3	O60499	STX10
STX18.9037.1.3	Q9P2W9	STX18
STX1A.3766.51.4	Q16623	STX1A
STX1B.6966.144.3	P61266	STX1B
STX2.7738.299.3	P32856	STX2
STX6.10945.11.3	O43752	STX6
STX7.8274.64.3	O15400	STX7
STX8.10903.50.3	Q9UNK0	STX8
SULF2.8305.18.3	Q8IWU5	SULF2
SULT1E1.9878.3.3	P49888	SULT1E1
SULT2A1.9829.91.3	Q06520	SULT2A1
SULT4A1.8357.43.3	Q9BR01	SULT4A1
SUMF1.6941.11.3	Q8NBK3	SUMF1
SUMO3.14623.26.3	P55854	SUMO3
SUMO3.9169.14.3	P55854	SUMO3
SUN3.8852.10.3	Q8TAQ9	SUN3
SUN5.11260.47.3	Q8TC36	SUN5
SURF1.8009.121.3	Q15526	SURF1
SUSD1.9582.93.3	Q6UWL2	SUSD1
SUSD2.10021.1.3	Q9UGT4	SUSD2
SUSD3.5752.63.3	Q96L08	SUSD3
SUV420H2.12452.32.3	Q86Y97	SUV420H2
SV2A.12880.1.3	Q7L0J3	SV2A
SVEP1.11109.56.3	Q4LDE5	SVEP1
SVEP1.11178.21.3	Q4LDE5	SVEP1
SWAP70.13552.7.3	Q9UH65	SWAP70
SYNCRIP.4224.7.2	O60506	SYNCRIP
SYNE2.9789.52.3	Q8WXH0	SYNE2
SYT11.7089.42.3	Q9BT88	SYT11
SYT17.9110.2.3	Q9BSW7	SYT17
SYT2.9577.26.3	Q8N9I0	SYT2
SYT3.10452.24.3	Q9BQG1	SYT3
SYT5.9099.19.3	O00445	SYT5
SYT7.7121.2.3	O43581	SYT7
SYT8.7932.23.3	Q8NBV8	SYT8
SYTL1.12892.10.3	Q8IYJ3	SYTL1
SYTL4.11563.51.3	Q96C24	SYTL4
TAC1.9337.43.3	P20366	TAC1
TAC3.7847.66.3	Q9UHF0	TAC3
TAC4.6468.37.3	Q86UU9	TAC4
TACSTD2.14034.22.3	P09758	TACSTD2
TACSTD2.2619.72.2	P09758	TACSTD2
TAGLN.9756.6.3	Q01995	TAGLN
TAPBP.12378.71.3	O15533	TAPBP
TAPBPL.6364.7.3	Q9BX59	TAPBPL
TAX1BP1.12721.4.3	Q86VP1	TAX1BP1
TAX1BP3.12498.12.3	O14907	TAX1BP3
TBCA.12501.10.3	O75347	TBCA
TBCE.11211.7.3	Q15813	TBCE
TBK1.3400.49.2	Q9UHD2	TBK1
TBP.2875.15.2	P20226	TBP
TBX22.11146.4.3	Q9Y458	TBX22
TBX3.13978.122.3	O15119	TBX3
TBX5.11202.70.3	Q99593	TBX5
TBXAS1.8098.37.3	P24557	TBXAS1
TCN1.11232.46.3	P20061	TCN1
TCN2.5584.21.3	P20062	TCN2
TDGF1.5810.25.3	P13385	TDGF1
TDP1.10073.22.3	Q9NUW8	TDP1
TEAD3.12854.3.3	Q99594	TEAD3
TEAD4.12516.13.3	Q15561	TEAD4
TEK.3773.15.4	Q02763	TEK
TENM3.11107.25.3	Q9P273	TENM3
TENM4.11365.17.3	Q6N022	TENM4
TESC.12831.21.3	Q96BS2	TESC
TEX29.10557.6.3	Q8N6K0	TEX29
TEX29.13500.9.3	Q8N6K0	TEX29
TF.4162.54.2	P02787	TF
TFF1.9185.15.3	P04155	TFF1
TFF2.9191.8.3	Q03403	TFF2
TFF3.4721.54.2	Q07654	TFF3
TFF3.8323.163.3	Q07654	TFF3
TFIP11.9043.7.3	Q9UBB9	TFIP11
TFPI.3336.50.1	P10646	TFPI
TFPI2.9233.71.3	P48307	TFPI2
TFRC.6895.1.3	P02786	TFRC
TFRC.8795.48.3	P02786	TFRC
TG.4165.2.1	P01266	TG
TGFA.9358.3.3	P01135	TGFA
TGFB1.2333.72.1	P01137	TGFB1
TGFB1I1.8777.5.3	O43294	TGFB1I1
TGFB2.4156.74.1	P61812	TGFB2
TGFB3.3520.58.1	P10600	TGFB3
TGFBI.3283.21.1	Q15582	TGFBI
TGFBR2.5133.17.3	P37173	TGFBR2
TGFBR3.3009.3.2	Q03167	TGFBR3
TGIF2.9847.21.3	Q9GZN2	TGIF2
THBS2.3339.33.1	P35442	THBS2
THBS3.8982.65.3	P49746	THBS3
THPO.5947.90.3	P40225	THPO
THPO.8059.1.3	P40225	THPO
THRA.12527.50.3	P10827	THRA
THSD1.5621.64.3	Q9NS62	THSD1
THSD7A.11174.8.3	Q9UPZ6	THSD7A
THYN1.12424.107.3	Q9P016	THYN1
TIE1.2844.53.2	P35590	TIE1
TIGAR.12476.50.3	Q9NQ88	TIGAR
TIMP4.6462.12.3	Q99727	TIMP4
TINAGL1.11192.168.3	Q9GZM7	TINAGL1
TIRAP.9839.148.3	P58753	TIRAP
TJP1.12001.7.3	Q07157	TJP1
TK1.4301.58.2	P04183	TK1
TKT.4306.4.2	P29401	TKT
TLL1.6383.90.3	O43897	TLL1
TLN2.14082.56.3	Q9Y4G6	TLN2
TLR1.11149.3.3	Q15399	TLR1
TLR2.3835.11.2	O60603	TLR2
TLR4.11101.18.3	O00206	TLR4
TLR4.LY96.3647.49.4	"O00206	TLR4
TMCO5A.6907.17.3	Q8N6Q1	TMCO5A
TMED10.6506.54.3	P49755	TMED10
TMED2.10761.5.3	Q15363	TMED2
TMED4.9319.59.3	Q7Z7H5	TMED4
TMEM119.11110.4.3	Q4V9L6	TMEM119
TMEM132A.7871.16.3	Q24JP5	TMEM132A
TMEM132B.8890.9.3	Q14DG7	TMEM132B
TMEM132C.11128.29.3	Q8N3T6	TMEM132C
TMEM132C.7173.141.3	Q8N3T6	TMEM132C
TMEM132D.13416.8.3	Q14C87	TMEM132D
TMEM167A.11112.18.3	Q8TBQ9	TMEM167A
TMEM167B.13421.17.3	Q9NRX6	TMEM167B
TMEM190.10442.1.3	Q8WZ59	TMEM190
TMEM2.8992.1.3	Q9UHN6	TMEM2
TMEM230.11542.11.3	Q96A57	TMEM230
TMEM234.8107.12.3	Q8WY98	TMEM234
TMEM237.12856.14.3	Q96Q45	TMEM237
TMEM27.7816.23.3	Q9HBJ8	TMEM27
TMEM40.12941.24.3	Q8WWA1	TMEM40
TMEM41B.10661.4.3	Q5BJD5	TMEM41B
TMEM52.11186.12.3	Q8NDY8	TMEM52
TMEM57.12367.52.3	Q8N5G2	TMEM57
TMEM59L.9959.60.3	Q9UK28	TMEM59L
TMEM70.8074.32.3	Q9BUB7	TMEM70
TMEM87B.13485.20.3	Q96K49	TMEM87B
TMEM8B.12742.160.3	A6NDV4	TMEM8B
TMEM9.9249.17.3	Q9P0T7	TMEM9
TMIE.7992.3.3	Q8NEW7	TMIE
TMOD1.12595.11.3	P28289	TMOD1
TMPO.8265.225.3	P42167	TMPO
TMPRSS11A.7231.37.3	Q6ZMR5	TMPRSS11A
TMPRSS11B.10895.28.3	Q86T26	TMPRSS11B
TMPRSS11D.6547.83.3	O60235	TMPRSS11D
TMPRSS15.3189.61.2	P98073	TMPRSS15
TMPRSS5.8002.27.3	Q9H3S3	TMPRSS5
TMUB2.9226.6.3	Q71RG4	TMUB2
TNC.4155.3.2	P24821	TNC
TNF.5936.53.3	P01375	TNF
TNFAIP3.14009.65.3	P21580	TNFAIP3
TNFAIP6.5036.50.1	P98066	TNFAIP6
TNFRSF10A.4832.75.2	O00220	TNFRSF10A
TNFRSF10B.7693.13.3	O14763	TNFRSF10B
TNFRSF10D.14121.24.3	Q9UBN6	TNFRSF10D
TNFRSF11A.5424.55.3	Q9Y6Q6	TNFRSF11A
TNFRSF11A.8256.57.3	Q9Y6Q6	TNFRSF11A
TNFRSF11A.8316.36.3	Q9Y6Q6	TNFRSF11A
TNFRSF11B.2526.53.3	O00300	TNFRSF11B
TNFRSF11B.8304.50.3	O00300	TNFRSF11B
TNFRSF12A.5138.50.3	Q9NP84	TNFRSF12A
TNFRSF13B.2704.74.1	O14836	TNFRSF13B
TNFRSF14.5352.11.3	Q92956	TNFRSF14
TNFRSF17.2665.26.2	Q02223	TNFRSF17
TNFRSF18.5526.53.3	Q9Y5U5	TNFRSF18
TNFRSF19.5131.15.3	Q9NS68	TNFRSF19
TNFRSF1A.2654.19.1	P19438	TNFRSF1A
TNFRSF1B.3152.57.1	P20333	TNFRSF1B
TNFRSF1B.8368.102.3	P20333	TNFRSF1B
TNFRSF21.5404.53.3	O75509	TNFRSF21
TNFRSF21.9259.35.3	O75509	TNFRSF21
TNFRSF4.3730.81.2	P43489	TNFRSF4
TNFRSF6B.5070.76.3	O95407	TNFRSF6B
TNFRSF8.2605.49.2	P28908	TNFRSF8
TNFSF11.2917.3.2	O14788	TNFSF11
TNFSF12.5939.42.3	O43508	TNFSF12
TNFSF13B.3059.50.2	Q9Y275	TNFSF13B
TNFSF14.5355.69.3	O43557	TNFSF14
TNFSF15.14057.68.3	O95150	TNFSF15
TNFSF15.2968.61.1	O95150	TNFSF15
TNFSF18.2708.54.2	Q9UNG2	TNFSF18
TNFSF4.14030.21.3	P23510	TNFSF4
TNFSF4.2839.2.1	P23510	TNFSF4
TNFSF8.3421.54.2	P32971	TNFSF8
TNFSF9.2599.51.2	P41273	TNFSF9
TNMD.6578.29.3	Q9H2S6	TNMD
TNNI3.5441.67.3	P19429	TNNI3
TNNI3.5930.54.3	P19429	TNNI3
TNR.11302.237.3	Q92752	TNR
TNS2.11667.29.3	Q63HR2	TNS2
TNS4.9927.96.3	Q8IZW8	TNS4
TNXB.5698.60.3	P22105	TNXB
TOLLIP.13963.7.3	Q9H0E2	TOLLIP
TOM1L1.13652.2.3	O75674	TOM1L1
TOP1.2876.74.2	P11387	TOP1
TOPBP1.9947.22.3	Q92547	TOPBP1
TOR1AIP1.9039.47.3	Q5JTV8	TOR1AIP1
TOR1AIP2.10553.8.3	Q8NFQ8	TOR1AIP2
TOR1AIP2.10640.9.3	Q8NFQ8	TOR1AIP2
TOX3.12717.65.3	O15405	TOX3
TP53.6152.111.3	P04637	TP53
TP53I11.13022.20.3	O14683	TP53I11
TP63.10040.63.3	Q9H3D4	TP63
TPI1.4309.59.3	P60174	TPI1
TPK1.12018.84.3	Q9H3S4	TPK1
TPM1.5033.27.1	P09493	TPM1
TPM2.4472.5.2	P07951	TPM2
TPM3.12372.50.3	P06753	TPM3
TPO.3873.51.2	P07202	TPO
TPPP2.12800.5.3	P59282	TPPP2
TPSB2.3403.1.2	P20231	TPSB2
TPSG1.14103.12.3	Q9NRR2	TPSG1
TPST1.7928.183.3	O60507	TPST1
TPST2.8024.64.3	O60704	TPST2
TPT1.3872.2.1	P13693	TPT1
TRA2B.12373.73.3	P62995	TRA2B
TRAF4.13041.47.3	Q9BUZ4	TRAF4
TRAT1.7224.11.3	Q6PIZ9	TRAT1
TREM1.9266.1.3	Q9NP99	TREM1
TREML1.9329.28.3	Q86YW5	TREML1
TREML2.5736.1.3	Q5T2D2	TREML2
TREML4.11139.4.3	Q6UXN2	TREML4
TRH.5659.11.3	P20396	TRH
TSG101.13044.5.3	Q99816	TSG101
TSLP.3010.53.2	Q969D9	TSLP
TSN.12477.42.3	Q15631	TSN
TSNARE1.7069.9.4	Q96NA8	TSNARE1
TSR3.7018.10.3	Q9UJK0	TSR3
TSSK2.7873.32.3	Q96PF2	TSSK2
TST.12663.1.3	Q16762	TST
TSTA3.12657.2.3	Q13630	TSTA3
TTC17.8800.14.3	Q96AE7	TTC17
TTC17.9550.153.3	Q96AE7	TTC17
TTC9B.9386.42.3	Q8N6N2	TTC9B
TTL.13973.62.3	Q8NG68	TTL
TTMP.7963.36.3	Q5BVD1	TTMP
TTN.11352.42.3	Q8WZ42	TTN
TUFT1.5690.49.3	Q9NNX1	TUFT1
TWF1.12871.10.3	Q12792	TWF1
TWSG1.9234.8.3	Q9GZX9	TWSG1
TXLNA.9065.28.3	P40222	TXLNA
TXN.8813.160.3	P10599	TXN
TXNDC11.8769.30.3	Q6PKC3	TXNDC11
TXNDC12.4815.25.3	O95881	TXNDC12
TXNDC5.11212.7.3	Q8NBS9	TXNDC5
TXNIP.11682.7.3	Q9H3M7	TXNIP
TXNRD1.13967.14.3	Q16881	TXNRD1
TYK2.5260.80.3	P29597	TYK2
TYMSOS.8263.64.3	Q8TAI1	TYMSOS
TYRO3.2611.72.2	Q06418	TYRO3
U2AF2.13577.25.3	P26368	U2AF2
UAP1.13580.2.3	Q16222	UAP1
UBB.6641.60.3	P0CG47	UBB
UBB.6651.74.3	P0CG47	UBB
UBC.6647.55.3	P0CG48	UBC
UBE2B.9865.40.3	P63146	UBE2B
UBE2D4.13475.10.3	Q9Y2X8	UBE2D4
UBE2G2.9199.6.3	P60604	UBE2G2
UBE2I.2877.3.1	P63279	UBE2I
UBE2J1.6900.30.3	Q9Y385	UBE2J1
UBE2J2.6601.1.3	Q8N2K1	UBE2J2
UBE2J2.8802.24.3	Q8N2K1	UBE2J2
UBE2L3.3874.8.1	P68036	UBE2L3
UBE2N.3905.62.1	P61088	UBE2N
UBE2T.12400.25.3	Q9NPD8	UBE2T
UBE2V1.11626.7.3	Q13404	UBE2V1
UBL4A.11490.42.3	P11441	UBL4A
UBQLN4.12720.71.3	Q9NRR5	UBQLN4
UBTD2.12875.28.3	Q8WUN7	UBTD2
UBXN4.9970.7.3	Q92575	UBXN4
UBXN4.9997.12.3	Q92575	UBXN4
UCK2.12515.45.3	Q9BZX2	UCK2
UCMA.10977.55.3	Q8WVF2	UCMA
UFC1.3405.6.2	Q9Y3C8	UFC1
UFM1.3836.51.2	P61960	UFM1
UGP2.13939.14.3	Q16851	UGP2
UGT1A6.7891.45.3	P19224	UGT1A6
UGT1A8.8899.75.3	Q9HAW9	UGT1A8
UGT2A1.8907.11.3	Q9Y4X1	UGT2A1
ULBP1.14081.5.3	Q9BZM6	ULBP1
ULBP1.3081.70.2	Q9BZM6	ULBP1
ULBP2.3082.9.2	Q9BZM5	ULBP2
ULBP3.2747.3.2	Q9BZM4	ULBP3
ULK3.12437.18.3	Q6PHR2	ULK3
UMODL1.9114.84.3	Q5DID0	UMODL1
UNC13A.14052.26.3	Q9UPW8	UNC13A
UNC5A.7975.97.3	Q6ZN44	UNC5A
UNC5B.7776.20.3	Q8IZJ1	UNC5B
UNC5C.5139.32.3	O95185	UNC5C
UNC5D.5140.56.3	Q6UXZ4	UNC5D
UNC5D.8624.16.3	Q6UXZ4	UNC5D
UNC93B1.13487.24.3	Q9H1C4	UNC93B1
UPK3B.8286.44.3	Q9BT76	UPK3B
UPK3BL.6633.43.3	B0FP48	UPK3BL
UQCC3.8228.10.3	Q6UW78	UQCC3
UQCRB.12957.62.3	P14927	UQCRB
UROS.11248.43.3	P10746	UROS
USB1.11328.9.3	Q9BQ65	USB1
USE1.8057.78.3	Q9NZ43	USE1
USP21.12681.63.3	Q9UK80	USP21
USP25.9215.117.3	Q9UHP3	USP25
USP8.13450.49.3	P40818	USP8
UST.8364.74.3	Q9Y2C2	UST
UTS2R.13530.5.3	Q9UKP6	UTS2R
UXS1.8258.22.3	Q8NBZ7	UXS1
VAMP3.7903.18.3	Q15836	VAMP3
VAMP4.7732.45.3	O75379	VAMP4
VAMP5.8290.1.3	O95183	VAMP5
VAMP8.7064.2.4	Q9BV40	VAMP8
VAPA.7167.102.3	Q9P0L0	VAPA
VAPB.7181.17.3	O95292	VAPB
VARS.13083.18.3	P26640	VARS
VAV3.9830.109.3	Q9UKW4	VAV3
VCAM1.2967.8.1	P19320	VCAM1
VCAN.9561.21.3	P13611	VCAN
VCL.8750.46.3	P18206	VCL
VCY.6295.67.3	O14598	VCY
VEGFA.14032.2.3	P15692	VEGFA
VEGFA.2597.8.3	P15692	VEGFA
VEGFC.3132.1.1	P49767	VEGFC
VIMP.11286.78.3	Q9BQE4	VIMP
VIT.6234.74.3	Q6UXI7	VIT
VPS24.12508.9.3	Q9Y3E7	VPS24
VPS29.14318.1.3	Q9UBQ0	VPS29
VPS4A.11476.43.3	Q9UN37	VPS4A
VPS4B.12668.7.3	O75351	VPS4B
VRK1.12553.5.3	Q99986	VRK1
VSIG1.8367.142.3	Q86XK7	VSIG1
VSIG2.8018.43.3	Q96IQ7	VSIG2
VSTM2L.6549.60.3	Q96N03	VSTM2L
VSTM4.7242.14.3	Q8IW00	VSTM4
VTA1.4209.60.2	Q9NP79	VTA1
VTI1A.7952.2.3	Q96AJ9	VTI1A
VTI1B.8963.8.3	Q9UEU0	VTI1B
VTN.13125.45.3	P04004	VTN
VTN.8280.238.3	P04004	VTN
VWC2.11121.56.3	Q2TAL6	VWC2
VWC2L.7995.16.3	B2RUY7	VWC2L
WBP1.10943.36.3	Q96G27	WBP1
WBP1L.9532.5.3	Q9NX94	WBP1L
WDR1.10723.41.3	O75083	WDR1
WFDC10A.13429.3.3	Q9H1F0	WFDC10A
WFDC12.6037.6.3	Q8WWY7	WFDC12
WFDC13.9345.436.3	Q8IUB5	WFDC13
WFDC2.11388.75.3	Q14508	WFDC2
WFDC3.6384.19.3	Q8IUB2	WFDC3
WFDC5.6969.14.3	Q8TCV5	WFDC5
WFIKKN1.3191.50.2	Q96NZ8	WFIKKN1
WFIKKN2.13408.23.3	Q8TEU8	WFIKKN2
WFIKKN2.3235.50.2	Q8TEU8	WFIKKN2
WIF1.2848.2.2	Q9Y5W5	WIF1
WISP1.13692.154.3	O95388	WISP1
WISP3.5927.4.3	O95389	WISP3
WNK3.5493.17.3	Q9BYP7	WNK3
WNT7A.4889.82.1	O00755	WNT7A
WSCD2.6274.15.3	Q2TBF2	WSCD2
XCL1.14078.69.3	P47992	XCL1
XCL1.4143.74.2	P47992	XCL1
XDH.11264.33.3	P47989	XDH
XG.8044.90.3	P55808	XG
XPNPEP1.3481.87.1	Q9NQW7	XPNPEP1
XRCC1.12535.2.3	P18887	XRCC1
XRCC4.9886.28.3	Q13426	XRCC4
XXYLT1.6375.75.3	Q8NBI6	XXYLT1
YBX2.6372.7.3	Q9Y2T7	YBX2
YES1.2878.66.2	P07947	YES1
YIPF6.9984.12.3	Q96EC8	YIPF6
YTHDC1.8878.48.3	Q96MU7	YTHDC1
YWHAB.YWHAE.YWHAG.YWHAH.YWHAQ.YWHAZ.SFN.4707.50.2	"P27348	YWHAB
YWHAE.14157.21.3	P62258	YWHAE
YWHAQ.7625.27.3	P27348	YWHAQ
YWHAZ.5858.6.5	P63104	YWHAZ
ZAP70.3837.6.2	P43403	ZAP70
ZAP70.4475.60.3	P43403	ZAP70
ZAP70.4476.22.2	P43403	ZAP70
ZBTB33.12785.49.3	Q86T24	ZBTB33
ZDHHC14.11677.17.3	Q8IZN3	ZDHHC14
ZFP91.13651.54.3	Q96JP5	ZFP91
ZFYVE27.9102.28.3	Q5T4F4	ZFYVE27
ZHX3.10036.201.3	Q9H4I2	ZHX3
ZNF10.11567.23.3	P21506	ZNF10
ZNF134.12787.47.3	P52741	ZNF134
ZNF174.11486.26.3	Q15697	ZNF174
ZNF175.12716.3.3	Q9Y473	ZNF175
ZNF18.11372.2.3	P17022	ZNF18
ZNF180.12771.19.3	Q9UJW8	ZNF180
ZNF23.11565.58.3	P17027	ZNF23
ZNF264.9993.11.3	O43296	ZNF264
ZNF276.14692.3.3	Q8N554	ZNF276
ZNF329.12803.9.3	Q86UD4	ZNF329
ZNF334.12763.69.3	Q9HCZ1	ZNF334
ZNF358.10529.19.3	Q9NW07	ZNF358
ZNF382.14616.16.3	Q96SR6	ZNF382
ZNF410.12843.6.3	Q86VK4	ZNF410
ZNF415.12811.55.3	Q09FC8	ZNF415
ZNF566.12795.2.3	Q969W8	ZNF566
ZNF75D.11596.47.3	P51815	ZNF75D
ZNF774.12760.34.3	Q6NX45	ZNF774
ZNF843.8321.27.3	Q8N446	ZNF843
ZNRF3.13428.52.3	Q9ULT6	ZNRF3
ZNRF3.14122.132.3	Q9ULT6	ZNRF3
ZNRF4.9467.24.3	Q8WWF5	ZNRF4
ZP4.7766.25.3	Q12836	ZP4
ZPLD1.5590.11.3	Q8TCW7	ZPLD1
