id	prot_name	trait	file
5103	CD200R1	MO2R1	5103_30_CD200R1_MO2R1.txt.gz
5102	MICB	MICB	5102_55_MICB_MICB.txt.gz
5100	SCARB2	LIMP_II	5100_53_SCARB2_LIMP_II.txt.gz
5098	KLRF1	KLRF1	5098_79_KLRF1_KLRF1.txt.gz
5097	KIR3DS1	KI3S1	5097_14_KIR3DS1_KI3S1.txt.gz
5096	KIR3DL2	KI3L2	5096_51_KIR3DL2_KI3L2.txt.gz
5095	KIR2DL4	KI2L4	5095_21_KIR2DL4_KI2L4.txt.gz
5094	AMICA1	JAML1	5094_62_AMICA1_JAML1.txt.gz
5093	JAG2	JAG2	5093_47_JAG2_JAG2.txt.gz
5092	JAG1	JAG1	5092_51_JAG1_JAG1.txt.gz
5091	LILRB2	ILT_4	5091_28_LILRB2_ILT_4.txt.gz
5090	LILRB1	ILT_2	5090_49_LILRB1_ILT_2.txt.gz
5089	IL7R	IL_7_Ra	5089_11_IL7R_IL_7_Ra.txt.gz
5088	IL23R	IL_23_R	5088_175_IL23R_IL_23_R.txt.gz
5087	IL22RA2	IL_22BP	5087_5_IL22RA2_IL_22BP.txt.gz
5085	IL20RA	IL_20_Ra	5085_18_IL20RA_IL_20_Ra.txt.gz
5082	IL1RAPL2	IL_1_sR9	5082_51_IL1RAPL2_IL_1_sR9.txt.gz
5078	EPHB6	EphB6	5078_82_EPHB6_EphB6.txt.gz
5076	EPHA10	EPHAA	5076_53_EPHA10_EPHAA.txt.gz
5070	TNFRSF6B	DcR3	5070_76_TNFRSF6B_DcR3.txt.gz
5069	CD55	DAF	5069_9_CD55_DAF.txt.gz
5066	CD300C	CLM6	5066_134_CD300C_CLM6.txt.gz
5065	CD83	CD83	5065_8_CD83_CD83.txt.gz
5063	CD244	CD244	5063_12_CD244_CD244.txt.gz
5062	CD226	CD226	5062_60_CD226_CD226.txt.gz
5061	ICOSLG	B7_H2	5061_27_ICOSLG_B7_H2.txt.gz
5036	TNFAIP6	TSG_6	5036_50_TNFAIP6_TSG_6.txt.gz
5035	TYMS	TS	5035_7_TYMS_TS.txt.gz
5034	PRSS2	Trypsin_2	5034_79_PRSS2_Trypsin_2.txt.gz
5033	TPM1	Tropomyosin_1_alpha_chain	5033_27_TPM1_Tropomyosin_1_alpha_chain.txt.gz
5032	SSRP1	SSRP1	5032_64_SSRP1_SSRP1.txt.gz
5031	SPTAN1	SPTA2	5031_10_SPTAN1_SPTA2.txt.gz
5030	SIRT2	SIRT2	5030_52_SIRT2_SIRT2.txt.gz
5029	FAP	SEPR	5029_3_FAP_SEPR.txt.gz
5028	CD163	sCD163	5028_59_CD163_sCD163.txt.gz
5026	RPS3	RS3	5026_66_RPS3_RS3.txt.gz
5024	RB1	Rb	5024_67_RB1_Rb.txt.gz
5023	ADSL	PUR8	5023_23_ADSL_PUR8.txt.gz
5021	PPA1	PPase	5021_13_PPA1_PPase.txt.gz
5020	PGK1	phosphoglycerate_kinase_1	5020_50_PGK1_phosphoglycerate_kinase_1.txt.gz
5019	UCHL1	PGP9_5	5019_16_UCHL1_PGP9_5.txt.gz
5018	PRDX6	Peroxiredoxin_6	5018_68_PRDX6_Peroxiredoxin_6.txt.gz
5017	PRDX5	Peroxiredoxin_5	5017_19_PRDX5_Peroxiredoxin_5.txt.gz
5015	PLA2G7	PAFAH	5015_15_PLA2G7_PAFAH.txt.gz
5014	NCK1	NCK1	5014_49_NCK1_NCK1.txt.gz
5013	CLIC1	NCC27	5013_2_CLIC1_NCC27.txt.gz
5012	AK1	Myokinase__human	5012_67_AK1_Myokinase__human.txt.gz
5011	NAMPT	PBEF	5011_11_NAMPT_PBEF.txt.gz
5009	MSN	Moesin	5009_11_MSN_Moesin.txt.gz
5008	SOD2	Mn_SOD	5008_51_SOD2_Mn_SOD.txt.gz
5007	MAPK14	MAPK14	5007_1_MAPK14_MAPK14.txt.gz
5006	MAPK13	MK13	5006_71_MAPK13_MK13.txt.gz
5005	MAPK12	MK12	5005_4_MAPK12_MK12.txt.gz
5004	MAPK11	MK11	5004_69_MAPK11_MK11.txt.gz
5002	MMP14	MMP_14	5002_76_MMP14_MMP_14.txt.gz
5001	SCGB2A1	Mammaglobin_2	5001_6_SCGB2A1_Mammaglobin_2.txt.gz
5000	LGALS3BP	LG3BP	5000_52_LGALS3BP_LG3BP.txt.gz
4997	EIF4A3	IF4A3	4997_19_EIF4A3_IF4A3.txt.gz
4996	HRG	HRG	4996_66_HRG_HRG.txt.gz
4995	HPGD	HPG_	4995_16_HPGD_HPG_.txt.gz
4993	GSTA3	GSTA3	4993_16_GSTA3_GSTA3.txt.gz
4992	GRN	GRN	4992_49_GRN_GRN.txt.gz
4991	GPC5	GPC5	4991_12_GPC5_GPC5.txt.gz
4990	GP1BA	GP1BA	4990_87_GP1BA_GP1BA.txt.gz
4989	FGG	Fibrinogen_g_chain_dimer	4989_7_FGG_Fibrinogen_g_chain_dimer.txt.gz
4988	FGFR4	FGFR4	4988_49_FGFR4_FGFR4.txt.gz
4987	FCAR	FCAR	4987_17_FCAR_FCAR.txt.gz
4986	PTK2	FAK1	4986_59_PTK2_FAK1.txt.gz
4985	FABP5	FABPE	4985_11_FABP5_FABPE.txt.gz
4984	ESD	Esterase_D	4984_83_ESD_Esterase_D.txt.gz
4982	PI3	Elafin	4982_54_PI3_Elafin.txt.gz
4981	DSC3	DSC3	4981_6_DSC3_DSC3.txt.gz
4979	DPT	DERM	4979_34_DPT_DERM.txt.gz
4978	DBNL	DBNL	4978_54_DBNL_DBNL.txt.gz
4976	CRK	CRK	4976_57_CRK_CRK.txt.gz
4973	BIRC3	cIAP_2	4973_18_BIRC3_cIAP_2.txt.gz
4971	CTSZ	CATZ	4971_1_CTSZ_CATZ.txt.gz
4970	CA2	carbonic_anhydrase_II	4970_55_CA2_carbonic_anhydrase_II.txt.gz
4969	CA1	Carbonic_anhydrase_I	4969_2_CA1_Carbonic_anhydrase_I.txt.gz
4968	CAPG	CAPG	4968_50_CAPG_CAPG.txt.gz
4967	C1QBP	C1QBP	4967_1_C1QBP_C1QBP.txt.gz
4965	ATP5B	ATP_synthase_beta_chain	4965_27_ATP5B_ATP_synthase_beta_chain.txt.gz
4964	ERAP1	ARTS1	4964_67_ERAP1_ARTS1.txt.gz
4963	ARPP19	ARP19	4963_19_ARPP19_ARP19.txt.gz
4962	CDNF	ARMEL	4962_52_CDNF_ARMEL.txt.gz
4961	ANXA2	annexin_II	4961_17_ANXA2_annexin_II.txt.gz
4959	AGR2	AGR2	4959_2_AGR2_AGR2.txt.gz
4931	F3	TF	4931_59_F3_TF.txt.gz
4930	STC1	Stanniocalcin_1	4930_21_STC1_Stanniocalcin_1.txt.gz
4929	SHBG	SHBG	4929_55_SHBG_SHBG.txt.gz
4925	MMP13	MMP_13	4925_54_MMP13_MMP_13.txt.gz
4924	MMP1	MMP_1	4924_32_MMP1_MMP_1.txt.gz
4546	ADGRE2	EMR2	4546_27_ADGRE2_EMR2.txt.gz
4545	DNAJC19	DnaJ_homolog	4545_53_DNAJC19_DnaJ_homolog.txt.gz
4544	PPBP	CTAP_III	4544_4_PPBP_CTAP_III.txt.gz
4543	COL23A1	CONA1	4543_65_COL23A1_CONA1.txt.gz
4542	CLU	Clusterin	4542_24_CLU_Clusterin.txt.gz
4541	CDON	CDON	4541_49_CDON_CDON.txt.gz
4540	CBX5	CBX5	4540_11_CBX5_CBX5.txt.gz
4535	BST1	BST1	4535_50_BST1_BST1.txt.gz
4534	PRSS22	BSSP4	4534_10_PRSS22_BSSP4.txt.gz
4533	ADAMTS15	ATS15	4533_76_ADAMTS15_ATS15.txt.gz
4500	CLEC11A	SCGF_alpha	4500_50_CLEC11A_SCGF_alpha.txt.gz
4498	NCAM1	NCAM_120	4498_62_NCAM1_NCAM_120.txt.gz
4487	FGF7	FGF7	4487_1_FGF7_FGF7.txt.gz
4480	C3	C3b	4480_59_C3_C3b.txt.gz
4474	RPS27A	Ubiquitin	4474_19_RPS27A_Ubiquitin.txt.gz
4472	TPM2	Tropomyosin_2	4472_5_TPM2_Tropomyosin_2.txt.gz
4471	TGM3	TGM3	4471_50_TGM3_TGM3.txt.gz
4469	CHST15	ST4S6	4469_78_CHST15_ST4S6.txt.gz
4468	SPHK2	SPHK2	4468_21_SPHK2_SPHK2.txt.gz
4464	SIGLEC1	Sialoadhesin	4464_10_SIGLEC1_Sialoadhesin.txt.gz
4460	PDPK1	PDPK1	4460_8_PDPK1_PDPK1.txt.gz
4455	MFGE8	MFGM	4455_89_MFGE8_MFGM.txt.gz
4440	FCRL3	FCRL3	4440_15_FCRL3_FCRL3.txt.gz
4437	ENTPD5	ENTP5	4437_56_ENTPD5_ENTP5.txt.gz
4436	ENTPD3	ENTP3	4436_1_ENTPD3_ENTP3.txt.gz
4435	ENPP7	ENPP7	4435_66_ENPP7_ENPP7.txt.gz
4430	COLEC11	Collectin_Kidney_1	4430_44_COLEC11_Collectin_Kidney_1.txt.gz
4429	CHST6	CHST6	4429_51_CHST6_CHST6.txt.gz
4423	BCL2L1	BCL2_like_1_protein	4423_77_BCL2L1_BCL2_like_1_protein.txt.gz
4420	ADAM12	ADAM12	4420_7_ADAM12_ADAM12.txt.gz
4413	SLPI	SLPI	4413_3_SLPI_SLPI.txt.gz
4407	MST1	MSP	4407_10_MST1_MSP.txt.gz
4397	IFNL2	IFN_lambda_2	4397_26_IFNL2_IFN_lambda_2.txt.gz
4396	IFNL1	IFN_lambda_1	4396_54_IFNL1_IFN_lambda_1.txt.gz
4394	FGF8	FGF_8A	4394_71_FGF8_FGF_8A.txt.gz
4393	FGF16	FGF_16	4393_3_FGF16_FGF_16.txt.gz
4392	FGF12	FGF_12	4392_54_FGF12_FGF_12.txt.gz
4389	DHH	DHH	4389_2_DHH_DHH.txt.gz
4374	GDF15	MIC_1	4374_45_GDF15_MIC_1.txt.gz
4359	DYRK3	DYRK3	4359_87_DYRK3_DYRK3.txt.gz
4355	DAPK2	DAPK2	4355_13_DAPK2_DAPK2.txt.gz
4342	ICAM1	sICAM_1	4342_10_ICAM1_sICAM_1.txt.gz
4337	CRP	CRP	4337_49_CRP_CRP.txt.gz
4332	CLEC1B	CLC1B	4332_6_CLEC1B_CLC1B.txt.gz
4328	BOC	BOC	4328_2_BOC_BOC.txt.gz
4324	CST2	CYTT	4324_33_CST2_CYTT.txt.gz
4322	AMN	AMNLS	4322_28_AMN_AMNLS.txt.gz
4318	PTPN6	PTP_1C	4318_12_PTPN6_PTP_1C.txt.gz
4314	DCTPP1	XTP3A	4314_12_DCTPP1_XTP3A.txt.gz
4309	TPI1	Triosephosphate_isomerase	4309_59_TPI1_Triosephosphate_isomerase.txt.gz
4306	TKT	Transketolase	4306_4_TKT_Transketolase.txt.gz
4304	LCORL	transcription_factor_MLR1__isoform_CRA_b	4304_18_LCORL_transcription_factor_MLR1__isoform_CRA_b.txt.gz
4301	TK1	Thymidine_kinase	4301_58_TK1_Thymidine_kinase.txt.gz
4297	SPON1	Spondin_1	4297_62_SPON1_Spondin_1.txt.gz
4294	SPHK1	Sphingosine_kinase_1	4294_16_SPHK1_Sphingosine_kinase_1.txt.gz
4292	NAPA	SNAA	4292_5_NAPA_SNAA.txt.gz
4284	RBM39	RBM39	4284_18_RBM39_RBM39.txt.gz
4282	RAN	RAN	4282_3_RAN_RAN.txt.gz
4280	PSMA2	PSA2	4280_47_PSMA2_PSA2.txt.gz
4278	P4HB	Protein_disulfide_isomerase	4278_14_P4HB_Protein_disulfide_isomerase.txt.gz
4276	PEBP1	prostatic_binding_protein	4276_10_PEBP1_prostatic_binding_protein.txt.gz
4272	GPI	PHI	4272_46_GPI_PHI.txt.gz
4271	PFDN5	PFD5	4271_75_PFDN5_PFD5.txt.gz
4267	PES1	PESC	4267_81_PES1_PESC.txt.gz
4261	PON1	paraoxonase_1	4261_55_PON1_paraoxonase_1.txt.gz
4258	PA2G4	PA2G4	4258_15_PA2G4_PA2G4.txt.gz
4254	NUDCD3	NUDC3	4254_6_NUDCD3_NUDC3.txt.gz
4250	NSFL1C	NSF1C	4250_23_NSFL1C_NSF1C.txt.gz
4249	NME2	NDP_kinase_B	4249_64_NME2_NDP_kinase_B.txt.gz
4246	L1CAM	NCAM_L1	4246_40_L1CAM_NCAM_L1.txt.gz
4240	PKM2	M2_PK	4240_31_PKM2_M2_PK.txt.gz
4237	LCMT1	LCMT1	4237_70_LCMT1_LCMT1.txt.gz
4234	IL1RL1	IL_1_R4	4234_8_IL1RL1_IL_1_R4.txt.gz
4232	IGF1R	IGF_I_sR	4232_19_IGF1R_IGF_I_sR.txt.gz
4230	EIF4G2	IF4G2	4230_1_EIF4G2_IF4G2.txt.gz
4224	SYNCRIP	HNRPQ	4224_7_SYNCRIP_HNRPQ.txt.gz
4220	FER	FER	4220_39_FER_FER.txt.gz
4217	HSD17B10	ERAB	4217_49_HSD17B10_ERAB.txt.gz
4212	EPS15L1	EP15R	4212_5_EPS15L1_EP15R.txt.gz
4209	VTA1	DRG_1	4209_60_VTA1_DRG_1.txt.gz
4203	CFL1	Cofilin_1	4203_50_CFL1_Cofilin_1.txt.gz
4194	ANP32B	AN32B	4194_26_ANP32B_AN32B.txt.gz
4192	AKR1A1	AK1A1	4192_10_AKR1A1_AK1A1.txt.gz
4188	AKR7A2	Aflatoxin_B1_aldehyde_reductase	4188_1_AKR7A2_Aflatoxin_B1_aldehyde_reductase.txt.gz
4187	PGD	6_Phosphogluconate_dehydrogenase	4187_49_PGD_6_Phosphogluconate_dehydrogenase.txt.gz
4184	EIF4EBP2	4EBP2	4184_43_EIF4EBP2_4EBP2.txt.gz
4163	H2AFZ	Histone_H2A_z	4163_5_H2AFZ_Histone_H2A_z.txt.gz
4162	TF	Transferrin	4162_54_TF_Transferrin.txt.gz
4160	MMP2	MMP_2	4160_49_MMP2_MMP_2.txt.gz
4159	CFH	Factor_H	4159_130_CFH_Factor_H.txt.gz
4158	PLAU	uPA	4158_54_PLAU_uPA.txt.gz
4157	F2	Thrombin	4157_2_F2_Thrombin.txt.gz
4156	TGFB2	TGF_b2	4156_74_TGFB2_TGF_b2.txt.gz
4155	TNC	Tenascin	4155_3_TNC_Tenascin.txt.gz
4154	SELP	P_Selectin	4154_57_SELP_P_Selectin.txt.gz
4153	SERPINA3	alpha_1_antichymotrypsin_complex	4153_11_SERPINA3_alpha_1_antichymotrypsin_complex.txt.gz
4152	KLKB1	Prekallikrein	4152_58_KLKB1_Prekallikrein.txt.gz
4151	PLG	Plasminogen	4151_6_PLG_Plasminogen.txt.gz
4150	PLG	Plasmin	4150_75_PLG_Plasmin.txt.gz
4149	PDGFB	PDGF_BB	4149_8_PDGFB_PDGF_BB.txt.gz
4148	PAPPA	PAPP_A	4148_49_PAPPA_PAPP_A.txt.gz
4146	NTF4	Neurotrophin_5	4146_58_NTF4_Neurotrophin_5.txt.gz
4145	NTF3	Neurotrophin_3	4145_58_NTF3_Neurotrophin_3.txt.gz
4144	CCL13	MCP_4	4144_13_CCL13_MCP_4.txt.gz
4143	XCL1	Lymphotactin	4143_74_XCL1_Lymphotactin.txt.gz
4141	CXCL10	IP_10	4141_79_CXCL10_IP_10.txt.gz
4140	IL7	IL_7	4140_3_IL7_IL_7.txt.gz
4138	IL20	IL_20	4138_25_IL20_IL_20.txt.gz
4137	IL25	IL_17E	4137_57_IL25_IL_17E.txt.gz
4136	IL17D	IL_17D	4136_40_IL17D_IL_17D.txt.gz
4133	GZMB	Granzyme_B	4133_54_GZMB_Granzyme_B.txt.gz
4132	FST	FST	4132_27_FST_FST.txt.gz
4131	FN1	Fibronectin	4131_72_FN1_Fibronectin.txt.gz
4130	FGF6	FGF_6	4130_71_FGF6_FGF_6.txt.gz
4129	CFB	Factor_B	4129_72_CFB_Factor_B.txt.gz
4128	CCL24	Eotaxin_2	4128_27_CCL24_Eotaxin_2.txt.gz
4127	C6	C6	4127_75_C6_C6.txt.gz
4126	BPI	BPI	4126_22_BPI_BPI.txt.gz
4125	AGER	sRAGE	4125_52_AGER_sRAGE.txt.gz
4124	HSPA1A	HSP_70	4124_24_HSPA1A_HSP_70.txt.gz
4123	FGF4	FGF_4	4123_60_FGF4_FGF_4.txt.gz
4122	DDR1	discoidin_domain_receptor_1	4122_12_DDR1_discoidin_domain_receptor_1.txt.gz
3905	UBE2N	UBE2N	3905_62_UBE2N_UBE2N.txt.gz
3903	SNX4	Sorting_nexin_4	3903_49_SNX4_Sorting_nexin_4.txt.gz
3902	SKP1	SKP1	3902_21_SKP1_SKP1.txt.gz
3898	PSMD7	PSD7	3898_5_PSMD7_PSD7.txt.gz
3897	PDXP	PLPP	3897_61_PDXP_PLPP.txt.gz
3896	PGAM1	Phosphoglycerate_mutase_1	3896_5_PGAM1_Phosphoglycerate_mutase_1.txt.gz
3894	NAGK	NAGK	3894_15_NAGK_NAGK.txt.gz
3893	MSLN	Mesothelin	3893_64_MSLN_Mesothelin.txt.gz
3892	MED1	MED_1	3892_21_MED1_MED_1.txt.gz
3891	MBD4	MBD4	3891_56_MBD4_MBD4.txt.gz
3890	LDHB	LDH_H_1	3890_8_LDHB_LDH_H_1.txt.gz
3889	LMNB1	Lamin_B1	3889_64_LMNB1_Lamin_B1.txt.gz
3888	ING1	ING1	3888_8_ING1_ING1.txt.gz
3887	KPNB1	IMB1	3887_90_KPNB1_IMB1.txt.gz
3881	DYNLL1	DLC8	3881_49_DYNLL1_DLC8.txt.gz
3879	CDC37	CDC37	3879_50_CDC37_CDC37.txt.gz
3875	ARID3A	ARI3A	3875_62_ARID3A_ARI3A.txt.gz
3874	UBE2L3	UB2L3	3874_8_UBE2L3_UB2L3.txt.gz
3873	TPO	TMA	3873_51_TPO_TMA.txt.gz
3872	TPT1	TCTP	3872_2_TPT1_TCTP.txt.gz
3868	SGTA	SGTA	3868_8_SGTA_SGTA.txt.gz
3867	SEZ6L2	SE6L2	3867_49_SEZ6L2_SE6L2.txt.gz
3866	SBDS	SBDS	3866_7_SBDS_SBDS.txt.gz
3864	RPS7	RS7	3864_5_RPS7_RS7.txt.gz
3860	PSMA6	PSA6	3860_7_PSMA6_PSA6.txt.gz
3859	PSMA1	PSA1	3859_50_PSMA1_PSA1.txt.gz
3858	ACP1	PPAC	3858_5_ACP1_PPAC.txt.gz
3855	PRDX1	Peroxiredoxin_1	3855_56_PRDX1_Peroxiredoxin_1.txt.gz
3854	NACA	NACA	3854_24_NACA_NACA.txt.gz
3853	MDH1	MDHC	3853_56_MDH1_MDHC.txt.gz
3852	DNAJB1	HSP_40	3852_19_DNAJB1_HSP_40.txt.gz
3848	GAPDH	GAPDH__liver	3848_14_GAPDH_GAPDH__liver.txt.gz
3847	ETHE1	ETHE1	3847_56_ETHE1_ETHE1.txt.gz
3845	DYNLRB1	DLRB1	3845_51_DYNLRB1_DLRB1.txt.gz
3844	PPIA	Cyclophilin_A	3844_2_PPIA_Cyclophilin_A.txt.gz
3839	AIP	AIP	3839_60_AIP_AIP.txt.gz
3837	ZAP70	ZAP70	3837_6_ZAP70_ZAP70.txt.gz
3836	UFM1	UFM1	3836_51_UFM1_UFM1.txt.gz
3835	TLR2	TLR2	3835_11_TLR2_TLR2.txt.gz
3832	PTK6	PTK6	3832_51_PTK6_PTK6.txt.gz
3831	PTEN	pTEN	3831_21_PTEN_pTEN.txt.gz
3827	PAK6	PAK6	3827_22_PAK6_PAK6.txt.gz
3825	MAPK8	MK08	3825_18_MAPK8_MK08.txt.gz
3823	MATK	MATK	3823_9_MATK_MATK.txt.gz
3822	MAPKAPK3	MAPKAPK3	3822_54_MAPKAPK3_MAPKAPK3.txt.gz
3821	MAPKAPK5	MAPK5	3821_28_MAPKAPK5_MAPK5.txt.gz
3820	MAPKAPK2	MAPK2	3820_68_MAPKAPK2_MAPK2.txt.gz
3817	PRKCQ	KPCT	3817_18_PRKCQ_KPCT.txt.gz
3815	IL12RB2	IL_12_RB2	3815_14_IL12RB2_IL_12_RB2.txt.gz
3813	FYN	FYN	3813_3_FYN_FYN.txt.gz
3810	FGR	FGR	3810_50_FGR_FGR.txt.gz
3809	FGFR3	FGFR_3	3809_1_FGFR3_FGFR_3.txt.gz
3808	FGFR2	FGFR_2	3808_76_FGFR2_FGFR_2.txt.gz
3807	FGF23	FGF23	3807_1_FGF23_FGF23.txt.gz
3806	EPHA5	EphA5	3806_55_EPHA5_EphA5.txt.gz
3805	ESM1	Endocan	3805_16_ESM1_Endocan.txt.gz
3803	CST5	CYTD	3803_10_CST5_CYTD.txt.gz
3800	CKB	CK_BB	3800_71_CKB_CK_BB.txt.gz
3799	CA3	Carbonic_anhydrase_III	3799_11_CA3_Carbonic_anhydrase_III.txt.gz
3798	CA9	Carbonic_anhydrase_9	3798_71_CA9_Carbonic_anhydrase_9.txt.gz
3797	CDH2	Cadherin_2	3797_1_CDH2_Cadherin_2.txt.gz
3796	ANGPTL4	ANGL4	3796_79_ANGPTL4_ANGL4.txt.gz
3795	ADAM9	ADAM_9	3795_6_ADAM9_ADAM_9.txt.gz
3773	TEK	sTie_2	3773_15_TEK_sTie_2.txt.gz
3761	PTGS2	COX_2	3761_4_PTGS2_COX_2.txt.gz
3758	PROC	Activated_Protein_C	3758_68_PROC_Activated_Protein_C.txt.gz
3738	CSF1	CSF_1	3738_54_CSF1_CSF_1.txt.gz
3730	TNFRSF4	TNR4	3730_81_TNFRSF4_TNR4.txt.gz
3728	SCT	Secretin	3728_52_SCT_Secretin.txt.gz
3727	PYY	PYY	3727_35_PYY_PYY.txt.gz
3723	NPPB	BNP_32	3723_1_NPPB_BNP_32.txt.gz
3719	CDKN1B	p27Kip1	3719_2_CDKN1B_p27Kip1.txt.gz
3710	PLG	Angiostatin	3710_49_PLG_Angiostatin.txt.gz
3708	A2M	a2_Macroglobulin	3708_62_A2M_a2_Macroglobulin.txt.gz
3685	MFRP	MFRP	3685_53_MFRP_MFRP.txt.gz
3651	KDR	VEGF_sR2	3651_50_KDR_VEGF_sR2.txt.gz
3640	LRPAP1	RAP	3640_14_LRPAP1_RAP.txt.gz
3630	CADM3	Nectin_like_protein_1	3630_27_CADM3_Nectin_like_protein_1.txt.gz
3629	CDC42BPB	MRCKB	3629_60_CDC42BPB_MRCKB.txt.gz
3628	MAP2K2	MP2K2	3628_3_MAP2K2_MP2K2.txt.gz
3627	MMEL1	MMEL2	3627_71_MMEL1_MMEL2.txt.gz
3623	LY86	LY86	3623_84_LY86_LY86.txt.gz
3622	LGMN	LGMN	3622_33_LGMN_LGMN.txt.gz
3620	IL22RA1	IL22RA1	3620_67_IL22RA1_IL22RA1.txt.gz
3617	HGFAC	HGFA	3617_80_HGFAC_HGFA.txt.gz
3616	GNS	GNS	3616_3_GNS_GNS.txt.gz
3607	DKK3	DKK3	3607_71_DKK3_DKK3.txt.gz
3605	MASP1	MASP3	3605_77_MASP1_MASP3.txt.gz
3603	CLEC7A	CLC7A	3603_60_CLEC7A_CLC7A.txt.gz
3600	CHIT1	Chitotriosidase_1	3600_2_CHIT1_Chitotriosidase_1.txt.gz
3593	CASP3	Caspase_3	3593_72_CASP3_Caspase_3.txt.gz
3592	CAMK1	CAMK1	3592_4_CAMK1_CAMK1.txt.gz
3587	BMP10	BMP10	3587_53_BMP10_BMP10.txt.gz
3585	BSG	BASI	3585_54_BSG_BASI.txt.gz
3583	ARSA	Arylsulfatase_A	3583_54_ARSA_Arylsulfatase_A.txt.gz
3581	AHSG	a2_HS_Glycoprotein	3581_53_AHSG_a2_HS_Glycoprotein.txt.gz
3580	SERPINA1	a1_Antitrypsin	3580_25_SERPINA1_a1_Antitrypsin.txt.gz
3554	ADIPOQ	Adiponectin	3554_24_ADIPOQ_Adiponectin.txt.gz
3538	DDC	dopa_decarboxylase	3538_26_DDC_dopa_decarboxylase.txt.gz
3535	DKK1	DKK1	3535_84_DKK1_DKK1.txt.gz
3534	CD40LG	CD40_ligand__soluble	3534_14_CD40LG_CD40_ligand__soluble.txt.gz
3522	VIP	Vasoactive_Intestinal_Peptide	3522_57_VIP_Vasoactive_Intestinal_Peptide.txt.gz
3520	TGFB3	TGF_b3	3520_58_TGFB3_TGF_b3.txt.gz
3519	CCL17	TARC	3519_3_CCL17_TARC.txt.gz
3518	CPB2	TAFI	3518_54_CPB2_TAFI.txt.gz
3516	CXCL12	SDF_1	3516_60_CXCL12_SDF_1.txt.gz
3508	CCL22	MDC	3508_78_CCL22_MDC.txt.gz
3504	HAMP	LEAP_1	3504_58_HAMP_LEAP_1.txt.gz
3499	IL17B	IL_17B	3499_77_IL17B_IL_17B.txt.gz
3497	IFNA2	IFN_aA	3497_13_IFNA2_IFN_aA.txt.gz
3495	CXCL6	GCP_2	3495_15_CXCL6_GCP_2.txt.gz
3494	FGF17	FGF_17	3494_71_FGF17_FGF_17.txt.gz
3489	CNTF	CNTF	3489_9_CNTF_CNTF.txt.gz
3488	CAT	Catalase	3488_64_CAT_Catalase.txt.gz
3487	CXCL13	BLC	3487_32_CXCL13_BLC.txt.gz
3486	FGF1	b_ECGF	3486_58_FGF1_b_ECGF.txt.gz
3485	B2M	b2_Microglobulin	3485_28_B2M_b2_Microglobulin.txt.gz
3484	AGT	Angiotensinogen	3484_60_AGT_Angiotensinogen.txt.gz
3481	XPNPEP1	XPNPEP1	3481_87_XPNPEP1_XPNPEP1.txt.gz
3480	DUSP3	DUS3	3480_7_DUSP3_DUS3.txt.gz
3477	NTRK1	TrkA	3477_63_NTRK1_TrkA.txt.gz
3474	THBS1	Thrombospondin_1	3474_19_THBS1_Thrombospondin_1.txt.gz
3473	MPL	Thrombopoietin_Receptor	3473_78_MPL_Thrombopoietin_Receptor.txt.gz
3472	BIRC5	Survivin	3472_40_BIRC5_Survivin.txt.gz
3471	STK16	STK16	3471_49_STK16_STK16.txt.gz
3470	SELE	sE_Selectin	3470_1_SELE_sE_Selectin.txt.gz
3469	RPS6KA3	RPS6KA3	3469_74_RPS6KA3_RPS6KA3.txt.gz
3466	PRKACA	PRKACA	3466_8_PRKACA_PRKACA.txt.gz
3461	BCAN	PGCB	3461_58_BCAN_PGCB.txt.gz
3459	PDGFRB	PDGF_Rb	3459_49_PDGFRB_PDGF_Rb.txt.gz
3457	POSTN	Periostin	3457_57_POSTN_Periostin.txt.gz
3453	LYN	LYN	3453_87_LYN_LYN.txt.gz
3452	LCK	LCK	3452_17_LCK_LCK.txt.gz
3450	KLK6	Kallikrein_6	3450_4_KLK6_Kallikrein_6.txt.gz
3449	SERPINA4	Kallistatin	3449_58_SERPINA4_Kallistatin.txt.gz
3448	INSR	IR	3448_13_INSR_IR.txt.gz
3447	CXCL8	IL_8	3447_64_CXCL8_IL_8.txt.gz
3445	IL15RA	IL_15_Ra	3445_53_IL15RA_IL_15_Ra.txt.gz
3440	GZMA	granzyme_A	3440_7_GZMA_granzyme_A.txt.gz
3438	FSTL3	FSTL3	3438_10_FSTL3_FSTL3.txt.gz
3437	FLT3	Flt_3	3437_80_FLT3_Flt_3.txt.gz
3435	FN1	FN1_4	3435_53_FN1_FN1_4.txt.gz
3434	FN1	FN1_3	3434_34_FN1_FN1_3.txt.gz
3432	EPHA3	EPHA3	3432_21_EPHA3_EPHA3.txt.gz
3431	EPHA1	EphA1	3431_54_EPHA1_EphA1.txt.gz
3427	CSNK2A1	CSK21	3427_63_CSNK2A1_CSK21.txt.gz
3423	CMA1	Chymase	3423_59_CMA1_Chymase.txt.gz
3421	TNFSF8	CD30_Ligand	3421_54_TNFSF8_CD30_Ligand.txt.gz
3420	CA13	Carbonic_anhydrase_XIII	3420_21_CA13_Carbonic_anhydrase_XIII.txt.gz
3419	CAMK2D	CAMK2D	3419_49_CAMK2D_CAMK2D.txt.gz
3418	CAMK1D	CAMK1D	3418_12_CAMK1D_CAMK1D.txt.gz
